,id,name,lat,lng,checkinsCount,tipCount,usersCount
289,4acd585bf964a520ebcb20e3,Skimlinks HQ,51.529281390744714,-0.08682310581207275,4364,8,159
290,4ad85d94f964a520161121e3,The Eagle,51.52848632389523,-0.09207980968388037,2656,41,1281
291,4bd8985fe914a593aeb553fa,Ability Towers,51.52923718432796,-0.09681782840848425,2501,3,234
292,4b4c451ff964a5204eb026e3,City University London,51.5276214488032,-0.10218219399385078,8897,18,1470
293,4ac518e8f964a52077ab20e3,Sadler's Wells,51.52913144426899,-0.10631751449078494,5169,36,2540
294,4dc2eb44d4c07da16a03dac9,Percy Circus,51.52878678402721,-0.11263309147090501,238,1,60
295,4c4cbea0172b76b0fabe07d1,The Queen's Head,51.5283921,-0.1184339,1209,33,686
296,4c1516997f7f2d7f72d9e168,Argyle Square Gardens,51.529024419246404,-0.12232482433319092,994,3,363
297,4ac518cef964a52019a620e3,British Library,51.52921130775267,-0.12743711471557617,12714,101,6844
298,4acbc300f964a52058c520e3,London Euston Railway Station (EUS),51.5284370503752,-0.13402462005615234,104323,244,27996
299,4acbc300f964a52058c520e3,London Euston Railway Station (EUS),51.5284370503752,-0.13402462005615234,104323,244,27996
300,52719c9611d2aff708b4e402,Londres,51.52956538230561,-0.12503000752677948,56,0,43
301,4de207df1f6e3190cd069d18,Queen Mary's Gardens,51.527175529263026,-0.1527735135373264,795,9,671
302,4b233922f964a520785424e3,Regent's Park,51.52748923462628,-0.15371203422546387,18242,89,9614
303,4b233922f964a520785424e3,Regent's Park,51.52748923462628,-0.15371203422546387,18242,89,9614
304,4bc99784fb84c9b67f4b1b3e,Boating Lake,51.52861059196677,-0.1609969139099121,1194,4,708
305,4f6ce75ee4b0725b60a99656,Le Selma Bijou,51.529459,-0.16777,69,1,35
306,4ac518e8f964a520acab20e3,Lord's Cricket Ground (MCC),51.529411544586594,-0.17269134521484375,5878,42,3323
307,4da4c09d540ea1cdca40acde,TfL Bus 98,51.52753163677559,-0.17858111019686473,598,1,136
308,4da4c09d540ea1cdca40acde,TfL Bus 98,51.52753163677559,-0.17858111019686473,598,1,136
309,4ac518cef964a52033a620e3,Paddington Recreation Ground,51.530239180823926,-0.1904153823852539,1853,11,615
310,4ac518cef964a52033a620e3,Paddington Recreation Ground,51.530239180823926,-0.1904153823852539,1853,11,615
311,4b8bbb69f964a520cba832e3,Haggerston Park,51.533749793069674,-0.06772041320800781,1511,5,703
312,4b8bbb69f964a520cba832e3,Haggerston Park,51.533749793069674,-0.06772041320800781,1511,5,703
313,52b1b3bf498e60c552bcc15b,Louis Freedman Centre For Wellbeing,51.534394,-0.077805,2,0,2
314,4befcc22d4e4d13a9d9315a7,Britannia Leisure Centre,51.53525807183621,-0.08402824401855469,1544,7,208
315,4ada0163f964a5201d1d21e3,Shoreditch Park,51.53517131379283,-0.08763313293457031,2768,14,895
316,52efdf2e11d273543fab930d,Holborn Studios - Studio #6,51.534231,-0.092681,2,0,1
317,4ac518b9f964a520bea120e3,Duke of Cambridge,51.53463210641542,-0.09872180958915178,1596,30,1015
318,4da035a25970b1f72e81541e,Kipferl,51.535091,-0.103505,1301,35,726
319,4b9d06fbf964a520978936e3,Vue Cinema,51.534072158289945,-0.10641337354274194,7367,28,3506
320,5045e44229a683960498d226,The Craft Beer Co.,51.532695303009504,-0.11052846908569336,1468,18,745
321,4c1142c3416620a10fccd8e4,TfL Bus 91,51.52144335689963,-0.12929399315786763,1284,5,204
322,4acdbaf0f964a520d6cc20e3,Kings Place,51.53475086862483,-0.12196540832519531,3677,21,1910
323,4ac518f7f964a520c6af20e3,London St Pancras International Railway Station (STP),51.53120028789537,-0.1263427734375,87231,232,36059
324,52486466498e98e79c39411f,E.M,51.53417,-0.132272,490,5,11
325,4ac518c7f964a52078a520e3,KOKO,51.53467942354505,-0.13835495742020476,8198,63,5661
326,4acdaa40f964a52095cc20e3,Mornington Crescent,51.533576,-0.140591,2337,8,362
327,4ac51183f964a52048a020e3,ZSL London Zoo,51.535645144168825,-0.15573978424072266,8416,97,6701
328,4ac51183f964a52048a020e3,ZSL London Zoo,51.535645144168825,-0.15573978424072266,8416,97,6701
329,4de78fb51f6ed9a35ef2c64c,Regent's Park North Gate,51.53411018280578,-0.16275644302368164,1141,2,596
330,4de78fb51f6ed9a35ef2c64c,Regent's Park North Gate,51.53411018280578,-0.16275644302368164,1141,2,596
331,4b18d7c6f964a5201fd623e3,RAK Studios,51.534213,-0.167538,700,1,61
332,4c379cc03849c928f906beb1,St. John's Wood,51.5343971577772,-0.17421483993530273,4513,7,1153
333,4ac518d0f964a520aaa620e3,Abbey Road Studios,51.53208128488629,-0.17793774604797363,5228,43,3940
334,4e73607dc65bf4cd62055cfd,Violet Hill Gardens,51.532986267621865,-0.18157193633264737,189,1,48
